path;sentence
common_voice_quy_42100021.wav;Kulluqa kuchuy kullupim kuchukun.
common_voice_quy_42100022.wav;Chanka llaqtapa hatun suyum karqa.
common_voice_quy_42100030.wav;Inkakunapa kawsayninpim chunka kimsayuq reyes nisqakuna karqa.
common_voice_quy_42100031.wav;Imaynallapas kakullaymancha.
common_voice_quy_42100032.wav;Rikuqa achkiy, rikcha musyaymi.
common_voice_quy_42100034.wav;Lasta parallam pampawanqa.
common_voice_quy_42100035.wav;Chiri chirita runapa ruwasqantam chiri pacha nisqan sutin.
common_voice_quy_42100041.wav;Patio qayllanpim huk tuqu kanmi.
common_voice_quy_42100042.wav;Kaykunam yuraykuna.
common_voice_quy_42100043.wav;Tomay wasipipas achikyakunay.
common_voice_quy_42100044.wav;Ninrichallanta chiptiykapullaway.
common_voice_quy_42100045.wav;España llaqtam mana república nisqachu, monarquía nisqam.
common_voice_quy_42100052.wav;Molécula nisqaqa moleculamanta ruwasqan kachkan.
common_voice_quy_42100054.wav;Kaykunam pachapa tupunkuna.
common_voice_quy_42100056.wav;Llasayqa aysanwanmi tupikun.
common_voice_quy_42100057.wav;Manasya upiaykimanchu, aswampas llakiyman nispa.
common_voice_quy_42100058.wav;Pana brazuchaypim, apakapusqayki.
common_voice_quy_42100067.wav;Ñuñunkunawanmi uñanchankunata ñuñuchkanku.
common_voice_quy_42100068.wav;Aswan isqun chunka minuto nisqanta ruwaspaqa, llalliqmi.
common_voice_quy_42100069.wav;Casado hamuspayqa manacha takiymanchu
common_voice_quy_42100070.wav;Distritupiqapiqa sinchi castellano simillatam rimanku.
common_voice_quy_42100071.wav;Yachay wasipim, ñawinchayta ñataq qillqayta yachanchik.
common_voice_quy_42100082.wav;Maychika runap wawantaraq.
common_voice_quy_42100083.wav;Yuyariwaptikim.
common_voice_quy_42100084.wav;Sinqaqa kurkupim kachkan, sinqaqa samananchikpaqmi.
common_voice_quy_42100085.wav;Kaykunam hukniraq atuqkuna.
common_voice_quy_42100091.wav;Runap mamanta mamachakuspa.
common_voice_quy_42100092.wav;Chaynam ñuqa ripukuspay.
common_voice_quy_42100093.wav;Pitaq maytam rikunki.
common_voice_quy_42100095.wav;Chaysiya pichiwchallaqa, chukchuwan katatatachkan.
common_voice_quy_42100096.wav;Mayun mayunmi maskamuchkayki.
common_voice_quy_42100102.wav;Wañuywanmi, kurkuqa ayapi tikrakun.
common_voice_quy_42100103.wav;Chay aypasqankunapim, kimsakama kamachik akllasqa karqa.
common_voice_quy_42100109.wav;Perú suyupiqa, llaqta amachaqmi runakunapa hayñinkunata chaninchan.
common_voice_quy_42100115.wav;Yuyayninchikpi imatapas waqaychaspaqa, yachanchikmi.
common_voice_quy_42100116.wav;Provincia de Manu nisqanpim, tawa distritukunam kan.
common_voice_quy_42100122.wav;Yanaqa, mana akchiriq llinpim.
common_voice_quy_42100123.wav;Patrunqa qullqi manuq runakunaman karqa, runakunapaqa sasachay pacham karqa.
common_voice_quy_42100124.wav;Sacha rumiman apipakuchkaqta.
common_voice_quy_42100125.wav;Arpaschay, violinchallay.
common_voice_quy_42100149.wav;Kaykuna hina chutarayaptiki
common_voice_quy_42100150.wav;Manamya vueltamusaqchu, laduykiman.
common_voice_quy_42100151.wav;Tukuy tiksi muyum pacha sutichakun.
common_voice_quy_42100362.wav;Bizantino nisqan qapaqpa siminmi karqa.
common_voice_quy_42100365.wav;Lliw warmikunamanta qillqaqa, kaypi kananmi.
common_voice_quy_42100366.wav;Paquchapa, wikuñapa, llamapa, wanakupapas millmanwankunawanmi qaytukunata puchkanchik.
common_voice_quy_42100367.wav;Rabiaypim upiani.
common_voice_quy_42100368.wav;Chay pachapiqa achka Filósofo nisqakuna ñataq Qillqaqkunam karqaku.
common_voice_quy_42100379.wav;Qamkunata rimachikichik.
common_voice_quy_42100380.wav;Chiri pachapiqa unay tutakuna kanmi, pisi punchawkuna ñataq aslla achkiy.
common_voice_quy_42100381.wav;Cantinakunapis.
common_voice_quy_42100382.wav;Hatun mama qucham, puchqu yaku.
common_voice_quy_42100383.wav;Iskay makinchikpiqa chunka rukanakuna kanmi, iskay kuti pichqam.
common_voice_quy_42100393.wav;Paqarin mincham kutirqamuchkasaq.
common_voice_quy_42100394.wav;Chaynatam chay niraqllata sutichanku.
common_voice_quy_42100395.wav;Entero munduntintañam ñoqaqa muyuramuni.
common_voice_quy_42100396.wav;Llamkaq chuspikuna paqariptinkum, mama chuspiqa manañam llamkanchu, runtukuna churayllapi kakun.
common_voice_quy_42100397.wav;Nobel de la Paz nisqawanmi chaninchasqa karqa.
common_voice_quy_42100409.wav;Casado hamuspayqa manacha tusuymanchu
common_voice_quy_42100410.wav;Qoykapuway kutichipuway warma vidachallayta.
common_voice_quy_42100412.wav;Bibliapa qipa maytum.
common_voice_quy_42100413.wav;Chaypim runtukunata churanku chaynallataq mallkunkunata uywanku.
common_voice_quy_42100437.wav;Almendra rurum, Europapa, Asiapapa ñataq África llaqtamanta.
common_voice_quy_42100438.wav;Kurku kuyuchinaqa, huk runa kurkunta kuyuchimuptinmi, muyuykunawan hinallataq kallpawan llamkachispa.
common_voice_quy_42100439.wav;Makichallaypis ñoqallaypaqa.
common_voice_quy_42100440.wav;Chakiqa rukapim kachkan, chakiqa purinapaqmi.
common_voice_quy_42100441.wav;Mayullamanmi pawaykullayman rabiaypi.
common_voice_quy_42100452.wav;Chaypicha tomakusaqpas manapas.
common_voice_quy_42100453.wav;Amam urmankichu, vueltamunaykama.
common_voice_quy_42100455.wav;Kunanmi kastilla simitaqa kay mama llaqtakunapi rimakun.
common_voice_quy_42100457.wav;Yachayqa ancha chaniyuqmi runapa.
common_voice_quy_42100460.wav;Wasiqa pirqakunayuqmi, qatakunayuqmi, punkuyuqmi, tuqukunayuqmi.
common_voice_quy_42100476.wav;Algodonchapi ninata astay.
common_voice_quy_42100479.wav;Qaylla ayllu, comunllaqa.
common_voice_quy_42100481.wav;Amam mamallay waqankichu.
common_voice_quy_42100483.wav;Kuna pachapiqa, imaymana willakuykunata correopi apachinchik.
common_voice_quy_42100485.wav;Karuqa karuqa, iskay tuqupi tupunapaq.
common_voice_quy_42100502.wav;Chaynata waylluwaptikiqa.
common_voice_quy_42100503.wav;Kay llaqtamantam runankunaqa uyarichkan.
common_voice_quy_42100504.wav;Llaqtachallaytas para parachkan.
common_voice_quy_42100505.wav;Ñaqata rikuwayqa.
common_voice_quy_42100506.wav;Huk takanawan, huk colchawan utaq huk takyaychinawanmi kaspita sachapi takananchikpaq llamkachinchik.
common_voice_quy_42100522.wav;Lliwchamanta lasta muyuqa ancha kallpasapam.
common_voice_quy_42100523.wav;Maytuqa huk unquykunamantam yupan.
common_voice_quy_42100525.wav;Wiqawqa kurkupa wichay rakiyninmi.
common_voice_quy_42100527.wav;Rosascha tapurikusqayki, waytascha tapurikusqayki.
common_voice_quy_42100529.wav;Quni quni atmósfera nisqapim kañakuptin, oxígeno gaseoso nisqawanmi combustibleta ruwanapaq kituchin.
common_voice_quy_42100547.wav;Universidad simiqa, latina simimantam paqarimurqa.
common_voice_quy_42100548.wav;Yaqa achka tigrikunaqa hatunkaraymi kanku, hatun uywakunatapas mikunku.
common_voice_quy_42100549.wav;Sapa watam imaymana tikakunawan ñataq mikuykunawan qipikunata qarkanchik.
common_voice_quy_42100550.wav;Cobrechawan acerowan hukman kaskillasqa.
common_voice_quy_42100551.wav;Huk runapa mamanqa, warmi payta wachakuqninmi.
common_voice_quy_42100577.wav;Huk muhu puqusqamantam musuq yurata puqun.
common_voice_quy_42100578.wav;Utqayllam wiñanku, sisarinku, hinaspa pawayta qallarinku.
common_voice_quy_42100579.wav;Runakunaqa rurukunata, rapinkunatapas hampinapaqmi hapinku.
common_voice_quy_42100580.wav;Yurakunapa rapinkunam, huñunakuypiqa kawsaq intipa chunqankuna ninchikmi.
common_voice_quy_42100581.wav;Aswanqa, kurkunchikwanmi rimanakamuniku hinallataq uyanchikpa qawariyninkunawanpas.
common_voice_quy_42100597.wav;Chaynata kuyawaptikiqa.
common_voice_quy_42100598.wav;Aqa wasipipas achikyakunay.
common_voice_quy_42100604.wav;Kaykunam hukniraq akchikuna.
common_voice_quy_42100605.wav;Esquina muyurinapi, chichita chicha de molle.
common_voice_quy_42100611.wav;Lliw tiqsi muyupi kaq, aswan hatunmi.
common_voice_quy_42100613.wav;Hinaspa iñiqkunaqa wiñaypaq kawsanqaku, mana iñiqkunañataq wiñaypaq wañunqaku.
common_voice_quy_42100616.wav;Manamya vueltamusaqchu lambraschallay.
common_voice_quy_42100618.wav;Chaypi kawsaq runakunam, huk ayllupi hinam kawsanku.
common_voice_quy_42100619.wav;Llaqtaykitaqa wayrasqachusmi.
common_voice_quy_42100628.wav;Kaykunam hukniraq kallpasapa yurakuna.
common_voice_quy_42100630.wav;Kaykunallapi llakinaypaq.
common_voice_quy_42100632.wav;Chaytacha gastakusaqpas manapas.
common_voice_quy_42100634.wav;Runapa kawsan allin kayninmi, runakunapa hayñinmi.
common_voice_quy_42100635.wav;Kay willayqa waqaychanam.
common_voice_quy_42100646.wav;Chay Roma llaqtapas romanukunapa qallaqrisqansi karqa.
common_voice_quy_42100647.wav;Unquyqa qaratam llikin.
common_voice_quy_42100648.wav;Killaqa Inti Raymim.
common_voice_quy_42100649.wav;Quesoqa huk sinchi mikunam, lichimanta rurasqa.
common_voice_quy_42100650.wav;Arpaschallay, viulinchallay.
common_voice_quy_42100666.wav;Manasya tumaykimanchú, aswampas waqayman nispa.
common_voice_quy_42100667.wav;Asukartaqa batatamantam hurqunchik, Europa suyupiñataq rimulacha sapinmantam.
common_voice_quy_42100668.wav;Huk protestante nisqan iglesiakunapiqa, pastor nispan sutichanku.
common_voice_quy_42100672.wav;Rurupa rapinqa hawapim kachkan.
common_voice_quy_42100677.wav;Noqayku pachakuyku siempre kay hina sapa punchaw pachaykukuna.
common_voice_quy_42100711.wav;Uchuy yachay wasi, Ñawpaq runakunapa wasi.
common_voice_quy_42100712.wav;Sullka wawa Fernandom, taytankunapa wañuyninta rikurqa.
common_voice_quy_42100713.wav;Achka estiércol de wana nisqam costa perú llaqtapi karqa.
common_voice_quy_42100714.wav;Kaymi yurakunapa mirayninkuna.
common_voice_quy_42100715.wav;Runaqa machanmi achka aqata upyaptin, yachaynintapas chinkachinmanmi.
common_voice_quy_42100734.wav;Rimana Wasiqa, llaqta runakunapa sutinpi riman.
common_voice_quy_42100736.wav;Kaymi huknin uyakuna.
common_voice_quy_42100738.wav;Rikuy rikuchkanki.
common_voice_quy_42100744.wav;Precioyuqmi kasqa.
common_voice_quy_42100756.wav;Chankaku nisqam, chakikunapa ñataq chankakunapa pacham.
common_voice_quy_42100757.wav;Suegroytaqa gustaymancha.
common_voice_quy_42100758.wav;Maymi kunan kutimunchu.
common_voice_quy_42100759.wav;Waytaylla waytanqa.
common_voice_quy_42100761.wav;Kaymi hukniraq uyaychasqan maytukuna.
common_voice_quy_42100771.wav;Kay hinam qillqasqapi willakuyqa.
common_voice_quy_42100773.wav;Tukuypas imapas.
common_voice_quy_42100775.wav;Kaymi huknin miski imakunamanta.
common_voice_quy_42100777.wav;Wasikitaqa chirisqachusmi.
common_voice_quy_42100778.wav;Cielo ripuy wawachallaywan.
common_voice_quy_42100792.wav;Tarpuyta, llamkayta qatiqnin runakunatam yachachirqa.
common_voice_quy_42100793.wav;Puriq wiraqa aceite nisqam ninchik.
common_voice_quy_42100794.wav;Kaykunam hukniraq rikchhanakuna.
common_voice_quy_42100795.wav;Hukniraqpa rurunkunata mikunchik, bayakunta hina.
common_voice_quy_42100796.wav;Ñoqata qawawayqa.
common_voice_quy_42100817.wav;Wakkuna hina wischurayaptiki
common_voice_quy_42100818.wav;Yanusqa muhukunatam mikunchik.
common_voice_quy_42100819.wav;Kaykunam hukniraq temporizador nisqan.
common_voice_quy_42100820.wav;Wirayakullachkan.
common_voice_quy_42100821.wav;Ñawipa takyayninmi chapuywan ruwasqa, ñawsa kay sutinmi.
common_voice_quy_42100832.wav;Ñoqa hina waqanallampaq.
common_voice_quy_42100834.wav;Payqa kawsasqa uywakunata paqarinmun chaynallataq ñuñun.
common_voice_quy_42100835.wav;Cristiano mankataqa iglesia nispam sutichanku.
common_voice_quy_42100837.wav;Chaypi pichqa chunka watatam ñawparirun.
common_voice_quy_42100838.wav;Chaynama ñoqa pasaspay.
common_voice_quy_42100852.wav;Kanan punim gustachkani.
common_voice_quy_42100853.wav;Kaykunam watapa killakuna.
common_voice_quy_42100854.wav;Allpa ukupi sapiyuq mana sapiyuqpas.
common_voice_quy_42100855.wav;Chaynaqa awqaqa mana tariyta atirqachu.
common_voice_quy_42100857.wav;Huk pisqukunapa takiyninkunatam yachapayan.
common_voice_quy_42100887.wav;Imay mana dispositivo nisqaqa tiksimuyuntinpim internet nisqaman tinkichikunman.
common_voice_quy_42100888.wav;Runakuna waqra tubuta ñataq pachakunata waqrakunawanmi ruwananku.
common_voice_quy_42100889.wav;Tiksimuyu kuntimanta antiman muyurimusqanman hina, antinchikpim inti paqarimusqanta qawanchik.
common_voice_quy_42100890.wav;Warmacha tapurikusqayki.
common_voice_quy_42100891.wav;Huk entreguta ruwaykusunchik.
common_voice_quy_42100912.wav;Manaña sachakuna kaptin, pachaqa chinkariyta qallarin.
common_voice_quy_42100913.wav;Manamñaya kutimusaqchu.
common_voice_quy_42100914.wav;Killachay punchaw nisqaqa semanapa ñawpaq punchawninmi, killamanta sutichasqa.
common_voice_quy_42100915.wav;Kaykunam wakin mana qullqillapaq ruwaykuna.
common_voice_quy_42100916.wav;Chuya qillqakunaqa musuq testamento nisqapa, griego simipim qillqasqa kachkan.
common_voice_quy_42100942.wav;Antartida nisqaqa Tiksimuyuntinpi aswan uralanpi kaq.
common_voice_quy_42100943.wav;Sunquqa yawartam sirkakunamanta tanqan.
common_voice_quy_42100944.wav;Kunankama llaki llaqtakunam kan.
common_voice_quy_42100945.wav;Pitaq maytaq chutarillasunki.
common_voice_quy_42100946.wav;Kay hatun pisqukunaqa waqaychananchikmi, chinkaykunamanta.
common_voice_quy_42100977.wav;Allpa yachaymi allpakunamanta, mama llaqtakunamanta yachaymi.
common_voice_quy_42100978.wav;Kay runam huk ancha riqsisqa takiqmi.
common_voice_quy_42100979.wav;Wira allpa mulinuta hatarichirqa, ñataq huk hatun industriakunata.
common_voice_quy_42100980.wav;Kaymi huknin rimaykuna.
common_voice_quy_42100981.wav;Pitaq maytam qawanki.
common_voice_quy_42101031.wav;Achka qarawikunata inglés simipim qillqan.
common_voice_quy_42101032.wav;Puru purucha wayu wayucha.
common_voice_quy_42101033.wav;Kaykunam runakunapa huk unquchiqkunamanta unquyninkunam.
common_voice_quy_42101034.wav;Runasimi rimaq runakuna kanmi.
common_voice_quy_42101036.wav;Kay rataykunaqa wasiman apakun, chaymanta wakin yawar masinkunaman apachikun.
common_voice_quy_42101061.wav;Ñoqallay vueltamunallayta.
common_voice_quy_42101062.wav;Aswan uchuy elemento nisqamantam núcleo nisqam sutin.
common_voice_quy_42101063.wav;Invitasqa kanku llapanku visitantikuna.
common_voice_quy_42101064.wav;Runapas mikuy pachakunawanmi unqurinku.
common_voice_quy_42101065.wav;Hinaspa chaki mitapim achka runakuna llakisqa kachkanku chaynallataq yakunayasqa.
common_voice_quy_42101084.wav;Ñoqay pasanaypaq.
common_voice_quy_42101085.wav;Castaño sachaqa América Nortemantam.
common_voice_quy_42101088.wav;Manaña manaña uyarisuptiki.
common_voice_quy_42101090.wav;Yanuy hinaspa papata qaray, cebollakunata ñataq hukniraq miski rurukunata huk llucllu mankapi.
common_voice_quy_42101093.wav;Ñawiqa umapim, kaypim qawarikuyta paqarin.
common_voice_quy_42101101.wav;Yaqa achka pakchakunaqa aycha mikuqmi kanku.
common_voice_quy_42101103.wav;qanchis punchawpa qanchis punchawmi.
common_voice_quy_42101105.wav;Inkakunapa, Tawantinsuyo runakunapa llaqtanmi karqa.
common_voice_quy_42101108.wav;Ica llaqtaqa Perú suyupim tarikun.
common_voice_quy_42101109.wav;Inti raymiqa Saksaywamanpi raymikun.
common_voice_quy_42101125.wav;Wasichallaytas lasta pampachkan.
common_voice_quy_42101127.wav;Mana valeq wawaykita.
common_voice_quy_42101128.wav;Killapas intimantam achkiyninta chaskin.
common_voice_quy_42101129.wav;Ima yupaypas chusaqwan mirachisqaqa chusaqllam lluqsin.
common_voice_quy_42101130.wav;Anchatam kuyayki.
common_voice_quy_42101152.wav;Chay pachapiqa, killaqa eclíptica nisqapi ñataq intipi chawpinpi ikachkan.
common_voice_quy_42101157.wav;Kunan pachapiqa rantina qullqiwanmi rantinchik.
common_voice_quy_42101160.wav;Kay llaqtakunam aswa runasimi rimay kanku.
common_voice_quy_42101162.wav;Violinchay miskita waqaykuy.
common_voice_quy_42101200.wav;Allpa hawanpi achka kallmasapa iamymana puquykunam wiñanku.
common_voice_quy_42101201.wav;Rinriqa umapim, kaypim uyarikuyta paqarichin.
common_voice_quy_42101202.wav;Pichqa watapis, kikin nimusqanman hina, mana qillqayta atirqachu.
common_voice_quy_42101204.wav;Inkakunapa sutinta hapiykuchkaptinpas, kastilla simillapi qillqarqa.
common_voice_quy_42101206.wav;Awqaqkuna mana kutichiptin, Ollanta Humalaqa chaymanta ayqirqa.
common_voice_quy_42101212.wav;Núcleo nisqaqa, atomopa hawanmi, mana electrones nisqawan.
common_voice_quy_42101213.wav;Qaway qawachkanki.
common_voice_quy_42101214.wav;Granada llaqtam atiparun, qipa Árabe España llaqtata.
common_voice_quy_42101215.wav;Traguschallay, vinuschallay.
common_voice_quy_42101217.wav;Ichallaraqpas chullayki kayman.
common_voice_quy_42101241.wav;Kaymi hukniraq pantallaypa ukunkuna yachachinaypaq.
common_voice_quy_42101242.wav;Kaykunallapi waqanaypaq.
common_voice_quy_42101243.wav;Sacha rumiman hapipakuchkaqta.
common_voice_quy_42101245.wav;Puntallay dinamita.
common_voice_quy_42101247.wav;Kay qipi siqikunatam riqsinchik.
common_voice_quy_42101279.wav;Kaykunam imayrikuq qillqakuna.
common_voice_quy_42101281.wav;Ñawpaq kamachiq inka.
common_voice_quy_42101283.wav;"Parkipiqa hatun zona de ""protección estricta"" siqa kanmi."
common_voice_quy_42101284.wav;Entero munduntintañam ñoqaqa puriramuni.
common_voice_quy_42101285.wav;Para inti kanchayninpi kuska kachkaptinqa, killatam rikunchik.
common_voice_quy_42101298.wav;Manasya vueltamunñachu, lambraschallay.
common_voice_quy_42101300.wav;Iglesia La Mercedpim pampakusqa kachkan.
common_voice_quy_42101301.wav;Chawpi Urquqa llapan urqukunamanta aswan hatunmi.
common_voice_quy_42101302.wav;Anime nisqanmi, huk serie aniamada Japón suyumantam.
common_voice_quy_42101303.wav;Iskay chunka isqunniyuq distrito nisqakuna kanmi.
common_voice_quy_42101314.wav;Cielo ripuy wawallaywan.
common_voice_quy_42101315.wav;Aymuray killapim allamurqaku.
common_voice_quy_42101316.wav;Manamya laduykimanchu lambraschallay.
common_voice_quy_42101317.wav;Paladar nisqaqa simipa ukunpi tullu hawam.
common_voice_quy_42101318.wav;Rupay pachapi, unay punchawkuna, pisi tutakuna ñataq achka akchiykuka kanmi.
common_voice_quy_42101331.wav;Kunanqa manañam iñiy raymiñachu.
common_voice_quy_42101332.wav;Wasiki punkupi kuti kuti lambras.
common_voice_quy_42101333.wav;Arquímedes nisqam, huk Griego yupay yachaqmi karqa.
common_voice_quy_42101335.wav;Mamallaykita reqsiykuspayqa.
common_voice_quy_42101337.wav;Rurukunata mikunchik, malliyninqa hayaqmi.
common_voice_quy_42101349.wav;Allinlla chayananchikpaq allinlla kutinanchikpaq.
common_voice_quy_42101350.wav;Manaraq huk watayuq wawakunataqa, pallpa ninchikmi.
common_voice_quy_42101351.wav;Rikullaña nisuptiki.
common_voice_quy_42101352.wav;Esquina muyurinapim tiendaypas.
common_voice_quy_42101353.wav;Kunanmi portugués simitaqa, kay suyukunapim rimakun.
common_voice_quy_42101400.wav;Chay killapim Ayamarpa rayminta ruwarqaku, ayakunata marqaspanku.
common_voice_quy_42101403.wav;Iñipa hatun rayminmi, Jesuspa kawsarikusqan punchawmi.
common_voice_quy_42101408.wav;Pana makichaypim, pusakapusqayki.
common_voice_quy_42101411.wav;Runakunata huchankunamanta pampachanapaq Jesú churinta, pachaman apachirqa.
common_voice_quy_42101431.wav;Truyanukuna iñiruptinkum, kawalluta llaqtamanmi aysamurqaku.
common_voice_quy_42101433.wav;Sapachallay kay mundupi.
common_voice_quy_42101435.wav;Qaraqa runapam ñataq uywakunapa, chaywanmi kurkuta amachakunku.
common_voice_quy_42101436.wav;Warkunachampim dejaykapuni.
common_voice_quy_42101437.wav;Pachaqa sachakunawanmi wankisqa karqa, kunankama.
common_voice_quy_42101470.wav;Chaynatam pachata ruwanku chaynallataq uchku pachata allichanku.
common_voice_quy_42101471.wav;Ñutqunchikwanmi umanchanchik chaynallataq hamutanchik.
common_voice_quy_42101472.wav;Kaykuman rimaykunapa ayllu, indo europea rimaykunapa sapin.
common_voice_quy_42101475.wav;Kaykunam aswan chaniyuq mustasapa yurakuna.
common_voice_quy_42101477.wav;Illapachay punchawqa tawa kaq punchawmi.
common_voice_quy_42101613.wav;Akchiyqa kay puykunamantam paqarimun.
common_voice_quy_42101615.wav;Yaqa achka Ararankakunaqa yakupim kawsanku.
common_voice_quy_42101619.wav;Wasi rurayqa, ancha sumaq llamkaymi.
common_voice_quy_42101621.wav;Maynintam chayayman, limacha llaqtaman.
common_voice_quy_42101624.wav;Waytachallay rosaschallay.
common_voice_quy_42101659.wav;Kawsayqa aswan karu willakuykunamantaqa.
common_voice_quy_42101661.wav;Achka yachayspanta ruwaspa.
common_voice_quy_42101663.wav;Yana nawi.
common_voice_quy_42101664.wav;Pachak wata sapallan.
common_voice_quy_42101665.wav;Miskillaña nisuptiki.
common_voice_quy_42101700.wav;Sichu llakinki chay pachaqa.
common_voice_quy_42101702.wav;Qamllamari taytallayta.
common_voice_quy_42101704.wav;Kay muhukunaqa miski kiskim proteína nisqapi.
common_voice_quy_42101706.wav;Sócrates nisqapa kawsasqanmanta mana chiqap wañusqanmantapas Platonmi qillqarqa.
common_voice_quy_42101707.wav;Ñoqay ripunaypaq.
common_voice_quy_42101782.wav;Sumaqlla tapapakuni.
common_voice_quy_42101784.wav;Iskay munisipyukuna kanmi.
common_voice_quy_42101786.wav;Kiwiqa, hanaq antikunapim wiñan.
common_voice_quy_42101787.wav;Kaykunam hukniraq aywikuna.
common_voice_quy_42101788.wav;Manasya ripuymanpaschu.
common_voice_quy_42101840.wav;Qaqallamanmi wichiykullayman rabiaypi.
common_voice_quy_42101858.wav;Huk simi rumimanta warmakunapaq ruwarqa.
common_voice_quy_42101860.wav;Suyupiqa aswan castellano simim llallin.
common_voice_quy_42101863.wav;Warma vidaschaypi.
common_voice_quy_42101865.wav;Rimana wasiqa poder legislativo nisqan sutikun, kamachikunata ruwasqanrayku.
common_voice_quy_42101901.wav;Kimsa municipios nisqa kanmi.
common_voice_quy_42101903.wav;Kaykunam hiknin rikchaykuna.
common_voice_quy_42101907.wav;Pawqar mita killa paqarimuqpa, yakuqa mama quchamanmi kallpan.
common_voice_quy_42101910.wav;Pukyupiqa, mayu yakupam allpapi paqarin.
common_voice_quy_42101915.wav;Manaraq silluykullachkaptiy.
common_voice_quy_42101954.wav;Perú suyupam takiynin.
common_voice_quy_42101955.wav;Illayqa runapa kuyuymi huk llaqtamanta utaq wasimanta huklawman.
common_voice_quy_42101957.wav;Pachapa wayra pachapi yaku hinam, wasipa rupayninpipas.
common_voice_quy_42101968.wav;Cristianuman tikrakuspan, runamanqa bautizanku quchankunata pampachikunapaq.
common_voice_quy_42101986.wav;Calendario Gregoriano nimusqanmam hina, wataqa chunka iskayniyuq killayuqmi.
common_voice_quy_42101988.wav;Sonqo suwa.
common_voice_quy_42101990.wav;Arpaschay sumaqta tukaykuy.
common_voice_quy_42101991.wav;Qoykapuway kutichipuway soltero vidachallayta.
common_voice_quy_42101995.wav;Ama pinqakuychu rimachikichik quechua simita.
common_voice_quy_42102033.wav;Allin kullum uywakunapa kanchanpaq.
common_voice_quy_42102034.wav;Amam taytallay llakinkichu.
common_voice_quy_42102047.wav;Chawpi runakuna llaqtamanta inglés simita rimanku.
common_voice_quy_42102052.wav;Ñuñuqkunapa qaranqa llampucha ñataq chukchasapa.
common_voice_quy_42102053.wav;Hinaspaqa runa maskaq hamunqa.
common_voice_quy_42102055.wav;Maynintam chayayman, puquio llaqtallayman.
common_voice_quy_42102057.wav;Chay núcleo nisqa pakikusqanmi manchay kanchayta rikurichin.
common_voice_quy_42102061.wav;Tukuy punchaw llaki llakillaña harawikunata takin.
common_voice_quy_42102063.wav;Sumaq urpicha.
common_voice_quy_42102065.wav;Asíes chaynata kuyaway.
common_voice_quy_42102078.wav;Bombacha toqiachkan.
common_voice_quy_42102079.wav;Chukcham huk ñaqchay chukchata llampuyachinapaqmi.
common_voice_quy_42102082.wav;Qallallallallanqa.
common_voice_quy_42102085.wav;Achka simikunapim hatun qispi maytuta rurachkanchik.
common_voice_quy_42102216.wav;Qullqimanta kaspiwan kuyusqa kaspimanta ondas nisqakunatam ruwaniku.
common_voice_quy_42102217.wav;Ordenchata apachimuy.
common_voice_quy_42102218.wav;Kawsay yachayqa lliw kawsaq runakunapa yachachiyninmi.
common_voice_quy_42102219.wav;Maytam chaytam apallawachkanki.
common_voice_quy_42102220.wav;Kaymi huknin rikchaqninkuna Antikunapi wiñaq.
common_voice_quy_42102230.wav;Azufre nisqaqa kullupa samayninwanmi kutichimun.
common_voice_quy_42102231.wav;Kallmapa rurunmi kallmapa rikuqmi mirachinapaq.
common_voice_quy_42102232.wav;Manasya tarimunichu airiyki airichayuqta.
